queue_id,activity_id,post_url,capture_status,final_url,rendered_text_path,html_path,screenshot_path,body_text_chars,comment_blocks,comment_link_count,expand_clicks,error
LI-LOGIN-068,7447901245949792256,https://www.linkedin.com/posts/denisburakov_datascience-machinelearning-nlp-activity-7447901245949792256-Fxkf,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_datascience-machinelearning-nlp-activity-7447901245949792256-Fxkf/,rendered_text\7447901245949792256.txt,rendered_html\7447901245949792256.html,,2981,1,37,0,
LI-LOGIN-069,7376148352284901376,https://www.linkedin.com/posts/denisburakov_explainable-credit-risk-models-activity-7376148352284901376-Mj2m,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_explainable-credit-risk-models-activity-7376148352284901376-Mj2m/,rendered_text\7376148352284901376.txt,rendered_html\7376148352284901376.html,,3884,8,56,0,
LI-LOGIN-070,7211748798618824704,https://www.linkedin.com/posts/denisburakov_creditriskmodeling-lending-modelriskmanagement-activity-7211748798618824704-BeWw,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_creditriskmodeling-lending-modelriskmanagement-activity-7211748798618824704-BeWw/,rendered_text\7211748798618824704.txt,rendered_html\7211748798618824704.html,,8365,14,90,100,
LI-LOGIN-071,7328316894258577408,https://www.linkedin.com/posts/denisburakov_poisson-models-activity-7328316894258577408-5klk,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_poisson-models-activity-7328316894258577408-5klk/,rendered_text\7328316894258577408.txt,rendered_html\7328316894258577408.html,,9102,14,86,55,
LI-LOGIN-072,7381584253375025152,https://www.linkedin.com/posts/denisburakov_enhancing-explainability-in-credit-scoring-activity-7381584253375025152-ilAM,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_enhancing-explainability-in-credit-scoring-activity-7381584253375025152-ilAM/,rendered_text\7381584253375025152.txt,rendered_html\7381584253375025152.html,,3940,8,64,0,
LI-LOGIN-073,7346062624972754944,https://www.linkedin.com/posts/denisburakov_woe-log-odds-and-standard-errors-activity-7346062624972754944-3yJB,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_woe-log-odds-and-standard-errors-activity-7346062624972754944-3yJB/,rendered_text\7346062624972754944.txt,rendered_html\7346062624972754944.html,,4541,6,60,0,
LI-LOGIN-074,7320341844326797319,https://www.linkedin.com/posts/denisburakov_build-explainable-scorecards-with-catboost-activity-7320341844326797319-2NcG,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_build-explainable-scorecards-with-catboost-activity-7320341844326797319-2NcG/,rendered_text\7320341844326797319.txt,rendered_html\7320341844326797319.html,,1944,0,37,0,
LI-LOGIN-075,7155476795474030592,https://www.linkedin.com/posts/denisburakov_credit-risk-modeling-with-naive-bayes-activity-7155476795474030592-8HtC,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_credit-risk-modeling-with-naive-bayes-activity-7155476795474030592-8HtC/,rendered_text\7155476795474030592.txt,rendered_html\7155476795474030592.html,,8751,14,83,55,
LI-LOGIN-076,7366001503611924480,https://www.linkedin.com/posts/denisburakov_creditriskmodeling-datascience-machinelearning-activity-7366001503611924480-tg_i,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_creditriskmodeling-datascience-machinelearning-activity-7366001503611924480-tg_i/,rendered_text\7366001503611924480.txt,rendered_html\7366001503611924480.html,,11739,21,106,100,
LI-LOGIN-077,7372524468570689537,https://www.linkedin.com/posts/denisburakov_information-theoretic-framework-for-credit-activity-7372524468570689537-eQlT,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_information-theoretic-framework-for-credit-activity-7372524468570689537-eQlT/,rendered_text\7372524468570689537.txt,rendered_html\7372524468570689537.html,,5573,8,67,55,
LI-LOGIN-078,7181176150688223232,https://www.linkedin.com/posts/denisburakov_python-logisticregression-logisticregression-activity-7181176150688223232-b8mn,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_python-logisticregression-logisticregression-activity-7181176150688223232-b8mn/,rendered_text\7181176150688223232.txt,rendered_html\7181176150688223232.html,,4346,5,55,55,
LI-LOGIN-079,7173943545752383488,https://www.linkedin.com/posts/denisburakov_additive-logistic-regression-activity-7173943545752383488-mnVZ,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_additive-logistic-regression-activity-7173943545752383488-mnVZ/,rendered_text\7173943545752383488.txt,rendered_html\7173943545752383488.html,,3253,3,49,55,
LI-LOGIN-080,7368538277517156352,https://www.linkedin.com/posts/denisburakov_hidden-tricks-in-catboost-you-should-know-activity-7368538277517156352-udoZ,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_hidden-tricks-in-catboost-you-should-know-activity-7368538277517156352-udoZ/,rendered_text\7368538277517156352.txt,rendered_html\7368538277517156352.html,,2436,5,51,55,
