loan_index_v49,loan_id,issue_month,loan_amnt,base_return_vec,pd_point,pd_high_alpha01,qhat_v4,weak_source_proxy,grade,period,score_decile,state_top20,income_band,dti_band
860,130615333,2018-03,4000.0,479.2,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2018H1,1,NJ,inc_q4,dti_q1
861,131361018,2018-04,3500.0,364.34999999999997,0.027777777777777776,0.07561385486472835,0.0,0.0,B,2018H1,0,other_state,inc_q4,dti_q1
862,145300694,2018-12,1000.0,118.00000000000001,0.058878504672897194,0.1383133853899916,0.0,0.0,B,2018H2,1,OH,inc_q2,dti_q1
863,145079878,2018-12,1600.0,188.8,0.058878504672897194,0.1383133853899916,0.0,0.0,B,2018H2,1,other_state,inc_q3,dti_q3
864,137575174,2018-07,2400.0,305.52,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H2,1,other_state,inc_q4,dti_q2
865,140443801,2018-09,1800.0,229.14,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H2,1,WA,inc_q2,dti_q1
866,138218907,2018-08,6500.0,827.4499999999999,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H2,1,FL,inc_q4,dti_q1
867,138409341,2018-08,1000.0,127.3,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H2,1,other_state,inc_q2,dti_q2
868,138026737,2018-08,6025.0,766.9825,0.07978075517661389,0.17807977699282082,0.0,0.0,B,2018H2,1,MA,inc_q5,dti_q3
869,147747740,2019-02,5000.0,649.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,OH,inc_q2,dti_q1
870,146679768,2019-01,5000.0,649.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,CA,inc_q5,dti_q3
871,143258641,2018-11,9000.0,1168.2,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,CA,inc_q5,dti_q1
872,147093659,2019-03,5000.0,649.0,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2019H1,2,other_state,inc_q5,dti_q4
873,143145699,2018-11,1200.0,155.76,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,OH,inc_q1,dti_q3
874,128584209,2018-02,2500.0,339.75,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,MD,inc_q3,dti_q3
875,126908045,2018-01,15000.0,2038.5,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,other_state,inc_q5,dti_q2
876,126783354,2018-01,3000.0,407.7,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,NY,inc_q2,dti_q3
877,127966810,2018-02,1000.0,135.9,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,WA,inc_q2,dti_q2
878,128404083,2018-02,2200.0,298.97999999999996,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,other_state,inc_q3,dti_q2
879,127019606,2018-01,1200.0,163.07999999999998,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,other_state,inc_q2,dti_q3
880,128416939,2018-02,1000.0,135.9,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,NJ,inc_q2,dti_q1
881,157236964,2019-08,8500.0,1054.0,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H2,1,CA,inc_q5,dti_q1
882,155383611,2019-07,4000.0,496.0,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H2,1,CA,inc_q5,dti_q2
883,150719217,2019-04,2000.0,248.0,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H1,1,TX,inc_q5,dti_q3
884,150702255,2019-04,1400.0,173.6,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H1,1,MD,inc_q4,dti_q2
885,154305945,2019-07,2500.0,310.0,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H2,1,IL,inc_q3,dti_q2
886,148498970,2019-03,1000.0,124.0,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H1,1,other_state,inc_q3,dti_q1
887,151606695,2019-05,1800.0,223.2,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H1,1,other_state,inc_q3,dti_q3
888,154335409,2019-07,28000.0,3472.0,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H2,1,GA,inc_q5,dti_q3
889,148516181,2019-03,16000.0,1984.0,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H1,1,IL,inc_q4,dti_q1
890,151338444,2019-05,6500.0,806.0,0.07293381626605203,0.16519382061810706,0.0,0.0,B,2019H1,1,CA,inc_q5,dti_q1
891,129518062,2018-03,5500.0,746.9,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,MN,inc_q5,dti_q1
892,131483275,2018-04,3500.0,475.3,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,NY,inc_q4,dti_q1
893,130960813,2018-04,6400.0,869.12,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,TX,inc_q5,dti_q3
894,131178141,2018-04,1000.0,135.8,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,IL,inc_q3,dti_q4
895,129424470,2018-02,1200.0,162.96,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H1,2,NJ,inc_q1,dti_q1
896,138515920,2018-08,9000.0,942.3000000000001,0.030262143407864303,0.080874323411772,0.0,0.0,B,2018H2,0,IL,inc_q4,dti_q2
897,136424787,2018-07,1000.0,104.7,0.030262143407864303,0.080874323411772,0.0,0.0,B,2018H2,0,MN,inc_q1,dti_q1
898,139180920,2018-08,3500.0,366.45,0.030262143407864303,0.080874323411772,0.0,0.0,B,2018H2,0,other_state,inc_q4,dti_q1
899,143278940,2018-11,1500.0,160.8,0.0359375,0.09267741926538706,0.0,0.0,B,2018H2,0,MD,inc_q5,dti_q1
900,145581088,2018-12,1500.0,160.8,0.0359375,0.09267741926538706,0.0,0.0,B,2018H2,0,OH,inc_q3,dti_q1
901,146823220,2019-01,4400.0,471.68,0.0359375,0.09267741926538706,0.0,0.0,B,2019H1,0,other_state,inc_q3,dti_q3
902,137750887,2018-08,4000.0,462.0,0.05439739413680782,0.12959865275371413,0.0,0.0,B,2018H2,0,NY,inc_q4,dti_q2
903,142448204,2018-10,4000.0,462.0,0.05439739413680782,0.12959865275371413,0.0,0.0,B,2018H2,0,other_state,inc_q4,dti_q2
904,137559911,2018-07,3850.0,444.675,0.05439739413680782,0.12959865275371413,0.0,0.0,B,2018H2,0,TX,inc_q4,dti_q1
905,138521521,2018-08,4000.0,462.0,0.05439739413680782,0.12959865275371413,0.0,0.0,B,2018H2,0,NY,inc_q2,dti_q1
906,142576706,2018-10,6050.0,820.38,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H2,2,VA,inc_q5,dti_q4
907,145984671,2019-01,5000.0,678.0,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2019H1,2,other_state,inc_q3,dti_q1
908,137634103,2018-07,11800.0,1600.08,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H2,2,TX,inc_q5,dti_q2
909,146936414,2019-01,1000.0,135.6,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2019H1,2,NV,inc_q5,dti_q3
910,142763561,2018-11,4000.0,542.4,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H2,2,PA,inc_q2,dti_q5
911,144666290,2018-12,2800.0,379.68,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H2,2,CA,inc_q5,dti_q3
912,138421476,2018-09,3000.0,406.8,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H2,2,NJ,inc_q5,dti_q5
913,145152588,2018-12,1500.0,203.4,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H2,2,CA,inc_q3,dti_q4
914,142811936,2018-10,35000.0,4746.0,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H2,2,TX,inc_q5,dti_q2
915,147076649,2019-02,16000.0,2169.6,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2019H1,2,other_state,inc_q1,dti_q5
916,137092227,2018-07,10000.0,1356.0,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2018H2,2,GA,inc_q5,dti_q2
917,146136648,2019-01,5000.0,678.0,0.0993485342019544,0.2143136424801892,0.0,0.0,C,2019H1,2,TX,inc_q5,dti_q2
918,144019747,2018-11,1500.0,169.65,0.04951033732317737,0.11999851469006251,0.0,0.0,B,2018H2,0,MN,inc_q1,dti_q4
919,143680854,2018-11,3500.0,395.85,0.04951033732317737,0.11999851469006251,0.0,0.0,B,2018H2,0,WA,inc_q2,dti_q4
920,146080899,2019-01,1000.0,113.10000000000001,0.04951033732317737,0.11999851469006251,0.0,0.0,B,2019H1,0,other_state,inc_q4,dti_q4
921,147826016,2019-02,20000.0,2262.0,0.04951033732317737,0.11999851469006251,0.0,0.0,B,2019H1,0,NV,inc_q3,dti_q5
922,146676176,2019-01,1000.0,113.10000000000001,0.04951033732317737,0.11999851469006251,0.0,0.0,B,2019H1,0,CA,inc_q3,dti_q2
923,145752184,2019-01,20000.0,2262.0,0.04951033732317737,0.11999851469006251,0.0,0.0,B,2019H1,0,NY,inc_q5,dti_q1
924,146078112,2019-01,5000.0,565.5,0.04951033732317737,0.11999851469006251,0.0,0.0,B,2019H1,0,NJ,inc_q3,dti_q1
925,127013521,2018-01,5000.0,545.5,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H1,0,MN,inc_q5,dti_q3
926,128262114,2018-02,2500.0,272.75,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H1,0,FL,inc_q2,dti_q2
927,127050332,2018-01,2400.0,261.84000000000003,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H1,0,other_state,inc_q1,nan
928,131409455,2018-04,2000.0,252.2,0.07884275618374559,0.1763215520383397,0.0,0.0,C,2018H1,1,TX,inc_q5,dti_q2
929,151934788,2019-05,2500.0,292.75,0.058878504672897194,0.1383133853899916,0.0,0.0,B,2019H1,1,MN,inc_q5,dti_q1
930,161995334,2019-11,5250.0,614.7750000000001,0.058878504672897194,0.1383133853899916,0.0,0.0,B,2019H2,1,PA,inc_q5,dti_q1
931,127281432,2018-01,2000.0,208.4,0.030262143407864303,0.080874323411772,0.0,0.0,B,2018H1,0,other_state,inc_q5,dti_q1
932,126959476,2018-01,6000.0,719.4000000000001,0.06518058690744921,0.1504443713101714,0.0,0.0,B,2018H1,1,NV,inc_q5,dti_q1
933,126796191,2018-01,2500.0,299.75,0.06518058690744921,0.1504443713101714,0.0,0.0,B,2018H1,1,OH,inc_q5,dti_q2
934,132655207,2018-05,3000.0,327.0,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H1,0,NY,inc_q5,dti_q3
935,131396208,2018-04,3000.0,327.0,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H1,0,other_state,inc_q1,dti_q1
936,130268620,2018-04,3500.0,381.5,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H1,0,NY,inc_q2,dti_q2
937,130973699,2018-04,1450.0,158.05,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H1,0,PA,inc_q3,dti_q1
938,132740132,2018-05,5000.0,545.0,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H1,0,FL,inc_q4,dti_q1
939,131167085,2018-04,1000.0,104.1,0.030262143407864303,0.080874323411772,0.0,0.0,B,2018H1,0,WA,inc_q4,dti_q1
940,129627992,2018-03,10200.0,1221.96,0.06518058690744921,0.1504443713101714,0.0,0.0,B,2018H1,1,TX,inc_q5,dti_q1
941,136356362,2018-07,18500.0,2355.0499999999997,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H2,1,CO,inc_q5,dti_q2
942,138356627,2018-08,11075.0,1409.8474999999999,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H2,1,other_state,inc_q5,dti_q3
943,140978554,2018-09,1500.0,190.95,0.08220889555222388,0.1826212820799739,0.0,0.0,B,2018H2,1,CA,inc_q2,dti_q2
944,132770017,2018-05,5000.0,630.5,0.07978075517661389,0.17807977699282082,0.0,0.0,C,2018H1,1,CA,inc_q5,dti_q3
945,131017684,2018-04,1500.0,189.14999999999998,0.07978075517661389,0.17807977699282082,0.0,0.0,C,2018H1,1,WA,inc_q1,dti_q3
946,136440493,2018-07,20000.0,2546.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H2,1,TX,inc_q5,dti_q2
947,141049171,2018-09,6600.0,840.18,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H2,1,CA,inc_q5,dti_q1
948,142518026,2018-10,4000.0,509.2,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H2,1,CA,inc_q4,dti_q2
949,136594150,2018-07,1000.0,127.3,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H2,1,AZ,inc_q5,dti_q2
950,136893612,2018-07,2000.0,254.6,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H2,1,CA,inc_q1,dti_q1
951,141837838,2018-10,1000.0,127.3,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H2,1,TX,inc_q5,dti_q4
952,138701197,2018-09,3000.0,381.9,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H2,1,OH,inc_q1,dti_q3
953,147437732,2019-02,10500.0,1239.0,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H1,1,CO,inc_q5,dti_q1
954,152802178,2019-06,4000.0,413.2,0.030262143407864303,0.080874323411772,0.0,0.0,B,2019H1,0,GA,inc_q5,dti_q4
955,161265172,2019-11,2300.0,237.59,0.030262143407864303,0.080874323411772,0.0,0.0,B,2019H2,0,TX,inc_q2,dti_q1
956,144399667,2018-12,1500.0,154.95000000000002,0.030262143407864303,0.080874323411772,0.0,0.0,B,2018H2,0,FL,inc_q3,dti_q1
957,170387634,2020-09,3000.0,324.3,0.04105337825855648,0.10310586199790928,0.0,0.0,A,2020,0,NY,inc_q2,dti_q1
958,129519632,2018-03,2300.0,239.43,0.03285891180014965,0.08630898228590977,0.0,0.0,B,2018H1,0,other_state,inc_q2,dti_q1
959,127273271,2018-02,1200.0,163.07999999999998,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H1,2,other_state,inc_q3,dti_q3
960,128974412,2018-02,1200.0,163.07999999999998,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H1,2,TX,inc_q2,dti_q1
961,126782976,2018-01,1500.0,203.85,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H1,2,other_state,inc_q2,dti_q1
962,127021779,2018-01,4000.0,504.7999999999999,0.08220889555222388,0.1826212820799739,0.0,0.0,C,2018H1,1,NY,inc_q5,dti_q3
963,129912173,2018-03,3000.0,407.40000000000003,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H1,2,FL,inc_q2,dti_q1
964,132995039,2018-05,1500.0,203.70000000000002,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H1,2,NY,inc_q1,dti_q2
965,130378045,2018-04,2500.0,339.5,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H1,2,other_state,inc_q5,dti_q1
966,130404505,2018-03,4000.0,543.2,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H1,2,other_state,inc_q2,dti_q5
967,132146214,2018-04,10000.0,1261.0,0.08220889555222388,0.1826212820799739,0.0,0.0,C,2018H1,1,other_state,inc_q5,dti_q2
968,132999114,2018-05,1500.0,189.14999999999998,0.08220889555222388,0.1826212820799739,0.0,0.0,C,2018H1,1,AZ,inc_q2,dti_q2
969,142974327,2018-11,3500.0,404.25,0.058878504672897194,0.1383133853899916,0.0,0.0,B,2018H2,1,AZ,inc_q3,dti_q2
970,142821489,2018-11,2000.0,231.0,0.058878504672897194,0.1383133853899916,0.0,0.0,B,2018H2,1,VA,inc_q4,dti_q2
971,136137066,2018-07,3600.0,488.15999999999997,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H2,2,PA,inc_q4,dti_q1
972,144314764,2018-11,8400.0,1139.04,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H2,2,NV,inc_q2,dti_q1
973,146034730,2019-01,12500.0,1695.0,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2019H1,2,TX,inc_q5,dti_q1
974,141540271,2018-10,3000.0,406.8,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H2,2,other_state,inc_q3,dti_q2
975,136345630,2018-07,6000.0,813.6,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H2,2,CA,inc_q5,dti_q2
976,141207824,2018-10,4200.0,569.52,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H2,2,NY,inc_q4,dti_q1
977,142906565,2018-10,2000.0,271.2,0.1036832164058284,0.2222387509610818,0.0,0.0,C,2018H2,2,TX,inc_q2,dti_q1
978,152092732,2019-05,2300.0,269.33000000000004,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H1,1,NV,inc_q3,dti_q1
979,155806641,2019-07,8500.0,995.3500000000001,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H2,1,FL,inc_q5,dti_q3
980,154477548,2019-07,2800.0,327.88000000000005,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H2,1,CA,inc_q1,dti_q1
981,152254255,2019-05,5000.0,585.5,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H1,1,NY,inc_q4,dti_q1
982,154601515,2019-07,1500.0,175.65,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H2,1,TX,inc_q1,dti_q3
983,155561661,2019-07,8000.0,936.8000000000001,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H2,1,other_state,inc_q3,dti_q2
984,149888425,2019-04,6025.0,705.5275,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H1,1,MA,inc_q4,dti_q2
985,148004964,2019-02,10000.0,1171.0,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H1,1,TX,inc_q5,dti_q1
986,160578314,2019-10,1500.0,175.65,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H2,1,FL,inc_q1,dti_q1
987,152307014,2019-05,3000.0,351.3,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H1,1,other_state,inc_q5,dti_q1
988,152148796,2019-05,9000.0,1053.9,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H1,1,AZ,inc_q4,dti_q2
989,160627785,2019-10,5000.0,585.5,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H2,1,NY,inc_q5,dti_q1
990,148973324,2019-04,15000.0,1756.5000000000002,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H1,1,other_state,inc_q5,dti_q1
991,158847648,2019-09,1000.0,117.10000000000001,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H2,1,NJ,inc_q5,dti_q1
992,149618506,2019-04,3000.0,351.3,0.06265891754449691,0.14560681191071068,0.0,0.0,B,2019H1,1,NV,inc_q5,dti_q2
993,127247471,2018-01,10000.0,1261.9999999999998,0.08291049320073066,0.1839309243202601,0.0,0.0,C,2018H1,1,GA,inc_q5,dti_q1
994,128471029,2018-02,11850.0,1495.4699999999998,0.08291049320073066,0.1839309243202601,0.0,0.0,C,2018H1,1,VA,inc_q5,dti_q3
995,127505844,2018-01,4200.0,530.04,0.08291049320073066,0.1839309243202601,0.0,0.0,C,2018H1,1,NY,inc_q2,dti_q1
996,138224322,2018-08,12000.0,1527.6,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,TX,inc_q5,dti_q2
997,141585148,2018-10,6000.0,763.8,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,GA,inc_q2,dti_q1
998,139256987,2018-08,17000.0,2164.1,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,CA,inc_q5,dti_q1
999,140559933,2018-09,25000.0,3182.5,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,IL,inc_q5,dti_q1
1000,136299313,2018-07,2500.0,318.25,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,VA,inc_q3,dti_q3
1001,136819849,2018-08,1800.0,229.14,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,other_state,inc_q3,dti_q3
1002,140647753,2018-09,4000.0,509.2,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,VA,inc_q4,dti_q2
1003,138808229,2018-08,4000.0,509.2,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,TX,inc_q4,dti_q1
1004,136208993,2018-07,2000.0,254.6,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,CA,inc_q5,dti_q1
1005,140437114,2018-09,1000.0,127.3,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,VA,inc_q3,dti_q3
1006,139117276,2018-08,6800.0,865.64,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,CA,inc_q4,dti_q2
1007,140035809,2018-09,3600.0,458.28,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,MN,inc_q2,dti_q3
1008,138090103,2018-08,2500.0,318.25,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,OH,inc_q2,dti_q5
1009,141452751,2018-10,2050.0,260.965,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,CA,inc_q2,dti_q2
1010,141638510,2018-10,5300.0,674.6899999999999,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,CA,inc_q4,dti_q3
1011,141234913,2018-10,9000.0,1145.7,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,NJ,inc_q5,dti_q1
1012,140580519,2018-09,8400.0,1069.32,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,other_state,inc_q1,dti_q5
1013,141268599,2018-10,1000.0,127.3,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,IN,inc_q2,dti_q2
1014,139728145,2018-09,3600.0,458.28,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,OH,inc_q4,dti_q3
1015,137186120,2018-07,3000.0,381.9,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,2,TX,inc_q5,dti_q1
1016,139696372,2018-09,2500.0,318.25,0.0855479247536578,0.1888440017299619,0.0,0.0,B,2018H2,1,NJ,inc_q5,dti_q1
1017,134858631,2018-06,2000.0,242.60000000000002,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,NJ,inc_q2,dti_q1
1018,131606754,2018-04,4000.0,504.4,0.08291049320073066,0.1839309243202601,0.0,0.0,C,2018H1,1,other_state,inc_q1,dti_q1
1019,129804253,2018-03,14000.0,1765.3999999999999,0.08291049320073066,0.1839309243202601,0.0,0.0,C,2018H1,1,IL,inc_q5,dti_q4
1020,130304984,2018-03,9000.0,1134.8999999999999,0.08291049320073066,0.1839309243202601,0.0,0.0,C,2018H1,1,other_state,inc_q4,dti_q2
1021,132109903,2018-04,5000.0,630.5,0.08291049320073066,0.1839309243202601,0.0,0.0,C,2018H1,1,other_state,inc_q5,dti_q3
1022,132373259,2018-04,4500.0,567.4499999999999,0.08291049320073066,0.1839309243202601,0.0,0.0,C,2018H1,1,other_state,inc_q1,dti_q2
1023,144508856,2018-12,12000.0,1286.4,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H2,0,AZ,inc_q5,dti_q1
1024,146399452,2019-01,5000.0,536.0,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2019H1,0,other_state,inc_q4,dti_q1
1025,145082939,2018-12,35000.0,3752.0,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H2,0,NJ,inc_q5,dti_q1
1026,144114567,2018-11,5000.0,536.0,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H2,0,NJ,inc_q4,dti_q3
1027,146843795,2019-01,12000.0,1286.4,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2019H1,0,FL,inc_q5,dti_q3
1028,145316098,2018-12,5000.0,536.0,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H2,0,CA,inc_q3,dti_q1
1029,145866733,2019-01,9500.0,1018.4000000000001,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2019H1,0,other_state,inc_q5,dti_q3
1030,144036402,2018-11,4000.0,428.8,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H2,0,CA,inc_q4,dti_q1
1031,145362947,2018-12,1000.0,107.2,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H2,0,other_state,inc_q4,dti_q1
1032,145180883,2018-12,5000.0,536.0,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2018H2,0,CA,inc_q5,dti_q1
1033,146694753,2019-01,5300.0,568.16,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2019H1,0,MI,inc_q3,dti_q1
1034,146312001,2019-01,3600.0,385.92,0.04105337825855648,0.10310586199790928,0.0,0.0,B,2019H1,0,other_state,inc_q4,dti_q1
1035,143650436,2018-11,10000.0,1180.0,0.06518058690744921,0.1504443713101714,0.0,0.0,B,2018H2,1,other_state,inc_q5,dti_q2
1036,143973736,2018-11,2000.0,236.00000000000003,0.06518058690744921,0.1504443713101714,0.0,0.0,B,2018H2,1,NJ,inc_q4,dti_q1
1037,146152258,2019-01,2500.0,282.75,0.05439739413680782,0.12959865275371413,0.0,0.0,B,2019H1,1,NY,inc_q2,dti_q2
1038,143904007,2018-11,13000.0,1470.3000000000002,0.05439739413680782,0.12959865275371413,0.0,0.0,B,2018H2,0,GA,inc_q5,dti_q2
1039,144634866,2018-12,3450.0,390.195,0.05439739413680782,0.12959865275371413,0.0,0.0,B,2018H2,0,other_state,inc_q1,dti_q2
1040,169013322,2020-05,3300.0,439.89,0.0993485342019544,0.2143136424801892,0.0,0.0,B,2020,2,CA,inc_q2,dti_q1
1041,149076937,2019-03,2300.0,285.2,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H1,1,WA,inc_q2,dti_q2
1042,153495057,2019-06,3000.0,372.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H1,1,FL,inc_q4,dti_q1
1043,150462629,2019-04,3700.0,458.8,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H1,1,CA,inc_q3,dti_q1
1044,164047509,2019-12,4500.0,558.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H2,1,CA,inc_q5,dti_q3
1045,159009424,2019-09,12000.0,1488.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H2,1,CA,inc_q5,dti_q1
1046,151044615,2019-04,3000.0,372.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H1,1,CA,inc_q2,dti_q2
1047,155199259,2019-07,1000.0,124.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H2,1,other_state,inc_q5,dti_q1
1048,163475255,2019-12,2500.0,310.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H2,1,TX,inc_q4,dti_q4
1049,156320533,2019-08,10525.0,1305.1,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H2,1,IL,inc_q5,dti_q1
1050,161656041,2019-11,2000.0,248.0,0.07884275618374559,0.1763215520383397,0.0,0.0,B,2019H2,1,other_state,inc_q1,dti_q3
1051,149506604,2019-03,6000.0,702.6,0.06384153490395687,0.14787817152232283,0.0,0.0,B,2019H1,1,other_state,inc_q4,dti_q1
1052,148908759,2019-03,10000.0,1171.0,0.0638655310669555,0.14792421047557924,0.0,0.0,B,2019H1,1,MD,inc_q3,dti_q1
1053,150347468,2019-04,3600.0,470.88,0.09438775510204081,0.20520182102230244,0.0,0.0,B,2019H1,2,other_state,inc_q5,dti_q3
