policy_id,source_id,pooling_rule,n_cells,n_defended_cells,n_small_cells,worst_source_coverage_v4,mean_source_coverage_v4,defended_exposure,mdcp_gate_pass_80,online_worst_source_coverage_v4
paper4_v4_local_rt0p1700_g0p500_u0p000,grade_score,native_min8,20,8,12,0.8928571428571429,0.9554192164607105,905534.1836736059,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p025,original_grade,native_min8,7,5,2,0.8461538461538461,0.9288354767690864,993500.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p025,period,native_min8,5,5,0,0.8863636363636364,0.9466667643396087,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p025,term,native_min8,2,1,1,0.943952802359882,0.943952802359882,910678.1833556882,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p025,state_top20,native_min8,21,14,7,0.8333333333333334,0.9436002489573917,874525.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p025,income_band,native_min8,5,5,0,0.75,0.902429133077838,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p025,dti_band,native_min8,5,5,0,0.9310344827586207,0.9496308360161192,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p025,score_decile,native_min8,5,5,0,0.8888888888888888,0.9298172406349451,1000000.0000000001,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p025,grade_period,native_min8,24,12,12,0.8571428571428572,0.949955572224373,887553.1833556881,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p025,grade_score,native_min8,20,8,12,0.8888888888888888,0.9550172828778827,906071.8166443119,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p050,original_grade,native_min8,7,5,2,0.8461538461538461,0.9278492536415073,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p050,period,native_min8,5,5,0,0.8863636363636364,0.945245602421765,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p050,term,native_min8,2,1,1,0.9408284023668639,0.9408284023668639,908550.0000002501,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p050,state_top20,native_min8,21,15,6,0.8181818181818181,0.94028734271202,898525.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p050,income_band,native_min8,5,5,0,0.7777777777777778,0.9016768730001103,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p050,dti_band,native_min8,5,5,0,0.92,0.9421421483015487,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p050,score_decile,native_min8,5,5,0,0.8461538461538461,0.9209725576693317,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p050,grade_period,native_min8,24,11,13,0.8571428571428572,0.9441362516793551,859373.5806163377,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p050,grade_score,native_min8,20,9,11,0.8888888888888888,0.9476696835457723,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p075,original_grade,native_min8,7,5,2,0.8461538461538461,0.927427070548054,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p075,period,native_min8,5,5,0,0.8863636363636364,0.9451183663257966,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p075,term,native_min8,2,1,1,0.9411764705882353,0.9411764705882353,910550.0000002501,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p075,state_top20,native_min8,21,15,6,0.8181818181818181,0.9409096249132496,898525.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p075,income_band,native_min8,5,5,0,0.7777777777777778,0.9021725768321514,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p075,dti_band,native_min8,5,5,0,0.92,0.9421995730379826,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9183012712242388,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p075,grade_period,native_min8,24,11,13,0.8461538461538461,0.9431425299539261,861037.3545964607,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p075,grade_score,native_min8,20,9,11,0.875,0.9456516398610619,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p100,original_grade,native_min8,7,5,2,0.8461538461538461,0.9271006195299318,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p100,period,native_min8,5,5,0,0.8913043478260869,0.9478422156171517,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p100,term,native_min8,2,1,1,0.9447674418604651,0.9447674418604651,916588.6065999011,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p100,state_top20,native_min8,21,15,6,0.8125,0.9456724382146781,898525.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p100,income_band,native_min8,5,5,0,0.8,0.9124595942800132,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p100,dti_band,native_min8,5,5,0,0.9302325581395349,0.9502250537001544,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p100,score_decile,native_min8,5,5,0,0.9,0.9308630079597823,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p100,grade_period,native_min8,24,11,13,0.8181818181818181,0.9431277812141219,869575.0,True,0.8181818181818182
paper4_v4_local_rt0p1700_g0p500_u0p100,grade_score,native_min8,20,8,12,0.8695652173913043,0.9530398671142197,905138.606599651,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p400_u0p000,original_grade,native_min8,6,5,1,0.8461538461538461,0.9453758939473225,996000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p000,period,native_min8,5,5,0,0.9090909090909091,0.9496402029343205,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p000,term,native_min8,2,1,1,0.9446064139941691,0.9446064139941691,925350.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p000,state_top20,native_min8,21,15,6,0.8333333333333334,0.9409434731618579,898425.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p000,income_band,native_min8,5,5,0,0.875,0.9268144329896908,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p000,dti_band,native_min8,5,5,0,0.9186046511627907,0.9442967793895786,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p000,score_decile,native_min8,5,5,0,0.8333333333333334,0.93396334091019,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p000,grade_period,native_min8,22,11,11,0.8571428571428572,0.9542907877969341,929975.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p000,grade_score,native_min8,19,8,11,0.8571428571428572,0.9481140645844652,915300.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p025,original_grade,native_min8,6,5,1,0.8461538461538461,0.9453758939473225,996000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p025,period,native_min8,5,5,0,0.9090909090909091,0.9496402029343205,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p025,term,native_min8,2,1,1,0.9446064139941691,0.9446064139941691,925350.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p025,state_top20,native_min8,21,15,6,0.8333333333333334,0.9409434731618579,898425.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p025,income_band,native_min8,5,5,0,0.875,0.9268144329896908,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p025,dti_band,native_min8,5,5,0,0.9186046511627907,0.9442967793895786,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p025,score_decile,native_min8,5,5,0,0.8333333333333334,0.93396334091019,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p025,grade_period,native_min8,22,11,11,0.8571428571428572,0.9542907877969341,929975.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p025,grade_score,native_min8,19,8,11,0.8571428571428572,0.9481140645844652,915300.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p050,original_grade,native_min8,6,5,1,0.8461538461538461,0.9453758939473225,996000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p050,period,native_min8,5,5,0,0.9090909090909091,0.9496402029343205,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p050,term,native_min8,2,1,1,0.9446064139941691,0.9446064139941691,925350.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p050,state_top20,native_min8,21,15,6,0.8333333333333334,0.9409434731618579,898425.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p050,income_band,native_min8,5,5,0,0.875,0.9268144329896908,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p050,dti_band,native_min8,5,5,0,0.9186046511627907,0.9442967793895786,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p050,score_decile,native_min8,5,5,0,0.8333333333333334,0.93396334091019,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p050,grade_period,native_min8,22,11,11,0.8571428571428572,0.9542907877969341,929975.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p050,grade_score,native_min8,19,8,11,0.8571428571428572,0.9481140645844652,915300.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p075,original_grade,native_min8,6,5,1,0.8461538461538461,0.9453758939473225,996000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p075,period,native_min8,5,5,0,0.9090909090909091,0.9496402029343205,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p075,term,native_min8,2,1,1,0.9446064139941691,0.9446064139941691,925350.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p075,state_top20,native_min8,21,15,6,0.8333333333333334,0.9409434731618579,898425.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p075,income_band,native_min8,5,5,0,0.875,0.9268144329896908,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p075,dti_band,native_min8,5,5,0,0.9186046511627907,0.9442967793895786,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.93396334091019,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p075,grade_period,native_min8,22,11,11,0.8571428571428572,0.9542907877969341,929975.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p075,grade_score,native_min8,19,8,11,0.8571428571428572,0.9481140645844652,915300.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p100,original_grade,native_min8,6,5,1,0.8461538461538461,0.9453758939473225,996000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p100,period,native_min8,5,5,0,0.9090909090909091,0.9496402029343205,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p100,term,native_min8,2,1,1,0.9446064139941691,0.9446064139941691,925350.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p100,state_top20,native_min8,21,15,6,0.8333333333333334,0.9409434731618579,898425.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p100,income_band,native_min8,5,5,0,0.875,0.9268144329896908,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p100,dti_band,native_min8,5,5,0,0.9186046511627907,0.9442967793895786,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p100,score_decile,native_min8,5,5,0,0.8333333333333334,0.93396334091019,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p100,grade_period,native_min8,22,11,11,0.8571428571428572,0.9542907877969341,929975.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p400_u0p100,grade_score,native_min8,19,8,11,0.8571428571428572,0.9481140645844652,915300.0000002501,True,0.8
paper4_v4_local_rt0p1725_g0p425_u0p000,original_grade,native_min8,7,5,2,0.8461538461538461,0.93533621140764,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p000,period,native_min8,5,5,0,0.8837209302325582,0.9453073173596429,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p000,term,native_min8,2,1,1,0.9429429429429429,0.9429429429429429,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p000,state_top20,native_min8,21,15,6,0.75,0.9265390902382772,899675.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p000,income_band,native_min8,5,5,0,0.875,0.9203718895269347,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p000,dti_band,native_min8,5,5,0,0.9166666666666666,0.9427250030446961,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p000,score_decile,native_min8,5,5,0,0.8333333333333334,0.9266312352351992,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p000,grade_period,native_min8,24,11,13,0.8571428571428572,0.9543912144248803,864111.5908256955,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p000,grade_score,native_min8,20,9,11,0.8571428571428572,0.94928630019918,923375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p025,original_grade,native_min8,7,5,2,0.8461538461538461,0.93533621140764,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p025,period,native_min8,5,5,0,0.8837209302325582,0.9453073173596429,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p025,term,native_min8,2,1,1,0.9429429429429429,0.9429429429429429,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p025,state_top20,native_min8,21,15,6,0.75,0.9265390902382772,899675.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p025,income_band,native_min8,5,5,0,0.875,0.9203718895269347,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p025,dti_band,native_min8,5,5,0,0.9166666666666666,0.9427250030446961,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p025,score_decile,native_min8,5,5,0,0.8333333333333334,0.9266312352351992,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p025,grade_period,native_min8,24,11,13,0.8571428571428572,0.9543912144248803,864111.5908256955,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p025,grade_score,native_min8,20,9,11,0.8571428571428572,0.94928630019918,923375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p050,original_grade,native_min8,7,5,2,0.8461538461538461,0.93533621140764,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p050,period,native_min8,5,5,0,0.8837209302325582,0.9453073173596429,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p050,term,native_min8,2,1,1,0.9429429429429429,0.9429429429429429,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p050,state_top20,native_min8,21,15,6,0.75,0.9265390902382772,899675.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p050,income_band,native_min8,5,5,0,0.875,0.9203718895269347,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p050,dti_band,native_min8,5,5,0,0.9166666666666666,0.9427250030446961,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p050,score_decile,native_min8,5,5,0,0.8333333333333334,0.9266312352351992,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p050,grade_period,native_min8,24,11,13,0.8571428571428572,0.9543912144248803,864111.5908256955,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p050,grade_score,native_min8,20,9,11,0.8571428571428572,0.94928630019918,923375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p075,original_grade,native_min8,7,5,2,0.8461538461538461,0.93533621140764,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p075,period,native_min8,5,5,0,0.8837209302325582,0.9453073173596429,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p075,term,native_min8,2,1,1,0.9429429429429429,0.9429429429429429,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p075,state_top20,native_min8,21,15,6,0.75,0.9265390902382772,899675.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p075,income_band,native_min8,5,5,0,0.875,0.9203718895269347,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p075,dti_band,native_min8,5,5,0,0.9166666666666666,0.9427250030446961,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9266312352351992,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p075,grade_period,native_min8,24,11,13,0.8571428571428572,0.9543912144248803,864111.5908256955,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p075,grade_score,native_min8,20,9,11,0.8571428571428572,0.94928630019918,923375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p100,original_grade,native_min8,7,5,2,0.8461538461538461,0.93533621140764,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p100,period,native_min8,5,5,0,0.8837209302325582,0.9453073173596429,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p100,term,native_min8,2,1,1,0.9429429429429429,0.9429429429429429,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p100,state_top20,native_min8,21,15,6,0.75,0.9265390902382772,899675.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p100,income_band,native_min8,5,5,0,0.875,0.9203718895269347,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p100,dti_band,native_min8,5,5,0,0.9166666666666666,0.9427250030446961,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p100,score_decile,native_min8,5,5,0,0.8333333333333334,0.9266312352351992,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p100,grade_period,native_min8,24,11,13,0.8571428571428572,0.9543912144248803,864111.5908256955,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p425_u0p100,grade_score,native_min8,20,9,11,0.8571428571428572,0.94928630019918,923375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p000,original_grade,native_min8,7,5,2,0.8461538461538461,0.9341378484014642,993500.0,True,0.75
paper4_v4_local_rt0p1725_g0p450_u0p000,period,native_min8,5,5,0,0.90625,0.9499984841507405,1000000.0,True,0.75
paper4_v4_local_rt0p1725_g0p450_u0p000,term,native_min8,2,1,1,0.9461077844311377,0.9461077844311377,898872.4774626398,True,0.75
paper4_v4_local_rt0p1725_g0p450_u0p000,state_top20,native_min8,21,16,5,0.75,0.9368607446732446,923175.0,False,0.75
paper4_v4_local_rt0p1725_g0p450_u0p000,income_band,native_min8,5,5,0,0.875,0.9266138664981582,1000000.0,True,0.75
paper4_v4_local_rt0p1725_g0p450_u0p000,dti_band,native_min8,5,5,0,0.9166666666666666,0.9453095598145126,1000000.0,True,0.75
paper4_v4_local_rt0p1725_g0p450_u0p000,score_decile,native_min8,5,5,0,0.875,0.9324498413354935,1000000.0,True,0.75
paper4_v4_local_rt0p1725_g0p450_u0p000,grade_period,native_min8,24,12,12,0.9,0.9546492683041596,894822.4774626398,True,0.75
paper4_v4_local_rt0p1725_g0p450_u0p000,grade_score,native_min8,20,9,11,0.92,0.9556458678027305,922375.0,True,0.75
paper4_v4_local_rt0p1725_g0p450_u0p025,original_grade,native_min8,7,5,2,0.8461538461538461,0.9329069454069454,993500.0,True,0.8
paper4_v4_local_rt0p1725_g0p450_u0p025,period,native_min8,5,5,0,0.9069767441860466,0.9501719811396148,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p450_u0p025,term,native_min8,2,1,1,0.9462686567164179,0.9462686567164179,899925.0,True,0.8
paper4_v4_local_rt0p1725_g0p450_u0p025,state_top20,native_min8,21,16,5,0.75,0.9368854593119299,923175.0,False,0.8
paper4_v4_local_rt0p1725_g0p450_u0p025,income_band,native_min8,5,4,1,0.9032258064516129,0.9393621284269131,991175.0,True,0.8
paper4_v4_local_rt0p1725_g0p450_u0p025,dti_band,native_min8,5,5,0,0.9166666666666666,0.9451918158567775,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p450_u0p025,score_decile,native_min8,5,5,0,0.8666666666666667,0.9301658787437654,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p450_u0p025,grade_period,native_min8,24,12,12,0.9,0.9548661986161986,898875.0,True,0.8
paper4_v4_local_rt0p1725_g0p450_u0p025,grade_score,native_min8,20,9,11,0.9090909090909091,0.954106496263359,922375.0,True,0.8
paper4_v4_local_rt0p1725_g0p450_u0p050,original_grade,native_min8,7,5,2,0.8461538461538461,0.9381757610205886,993500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p050,period,native_min8,5,5,0,0.8863636363636364,0.9477639553429029,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p050,term,native_min8,2,1,1,0.9461077844311377,0.9461077844311377,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p050,state_top20,native_min8,21,16,5,0.75,0.9324931364652751,923175.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p050,income_band,native_min8,5,4,1,0.875,0.9337028792784459,991175.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p050,dti_band,native_min8,5,5,0,0.9166666666666666,0.944501727464441,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p050,score_decile,native_min8,5,5,0,0.8666666666666667,0.9340701084362,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p050,grade_period,native_min8,24,11,13,0.8571428571428572,0.9562161954207409,854950.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p050,grade_score,native_min8,20,9,11,0.9154929577464789,0.9569965480410068,922375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p075,original_grade,native_min8,7,5,2,0.8461538461538461,0.9385031535865365,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p075,period,native_min8,5,5,0,0.8863636363636364,0.9481331168831169,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p075,term,native_min8,2,1,1,0.9459459459459459,0.9459459459459459,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p075,state_top20,native_min8,21,16,5,0.75,0.9307986850833236,923175.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p075,income_band,native_min8,5,5,0,0.875,0.9218515439290857,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p075,dti_band,native_min8,5,5,0,0.9166666666666666,0.9443312244806389,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p075,score_decile,native_min8,5,5,0,0.8823529411764706,0.9369892815942708,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p075,grade_period,native_min8,24,10,14,0.8571428571428572,0.9527388141246836,825650.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p075,grade_score,native_min8,20,9,11,0.9154929577464789,0.9579660798070806,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p100,original_grade,native_min8,7,5,2,0.8461538461538461,0.9378942214558652,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p100,period,native_min8,5,5,0,0.8863636363636364,0.9481987765731935,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p100,term,native_min8,2,1,1,0.9459459459459459,0.9459459459459459,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p100,state_top20,native_min8,21,16,5,0.75,0.9309291284596162,923175.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p100,income_band,native_min8,5,5,0,0.875,0.9216441493422337,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p100,dti_band,native_min8,5,5,0,0.92,0.9450054082300261,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p100,score_decile,native_min8,5,5,0,0.8823529411764706,0.9367004403343342,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p100,grade_period,native_min8,24,10,14,0.8571428571428572,0.9532496698079532,830775.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p450_u0p100,grade_score,native_min8,20,9,11,0.9154929577464789,0.9572780853110368,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p000,original_grade,native_min8,7,5,2,0.8461538461538461,0.9292739845931335,993500.0,True,0.8
paper4_v4_local_rt0p1725_g0p475_u0p000,period,native_min8,5,5,0,0.9019607843137255,0.9488286015903654,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p475_u0p000,term,native_min8,2,1,1,0.9437869822485208,0.9437869822485208,904331.1093450489,True,0.8
paper4_v4_local_rt0p1725_g0p475_u0p000,state_top20,native_min8,21,14,7,0.8333333333333334,0.9437895941102488,874525.0,True,0.8
paper4_v4_local_rt0p1725_g0p475_u0p000,income_band,native_min8,5,5,0,0.75,0.9023670212765957,1000000.0,False,0.8
paper4_v4_local_rt0p1725_g0p475_u0p000,dti_band,native_min8,5,5,0,0.9166666666666666,0.9438298955946015,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p475_u0p000,score_decile,native_min8,5,5,0,0.8333333333333334,0.9202639179594516,1000000.0,True,0.8
paper4_v4_local_rt0p1725_g0p475_u0p000,grade_period,native_min8,24,12,12,0.8666666666666667,0.9518238705738705,895725.0,True,0.8
paper4_v4_local_rt0p1725_g0p475_u0p000,grade_score,native_min8,20,9,11,0.8888888888888888,0.9492163247065208,922375.0,True,0.8
paper4_v4_local_rt0p1725_g0p475_u0p025,original_grade,native_min8,7,5,2,0.8461538461538461,0.9325812289156785,993500.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p025,period,native_min8,5,5,0,0.8863636363636364,0.9464920409849205,999999.9999999999,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p025,term,native_min8,2,1,1,0.9437869822485208,0.9437869822485208,905996.4548353908,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p025,state_top20,native_min8,21,14,7,0.8235294117647058,0.9378942602682099,874525.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p025,income_band,native_min8,5,5,0,0.75,0.8985166206185404,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p025,dti_band,native_min8,5,5,0,0.9166666666666666,0.9431561539037897,999999.9999999999,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p025,score_decile,native_min8,5,5,0,0.8333333333333334,0.9229022429736787,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1725_g0p475_u0p025,grade_period,native_min8,24,12,12,0.8571428571428572,0.9524574383949385,895724.9999999999,True,0.8181818181818182
