policy_id,scenario,mean_simulated_return,p05_simulated_return,p95_simulated_return
paper4_v4_local_rt0p1775_g0p425_u0p000,baseline,-14850.130986892575,-59185.84871256601,25423.263772107177
paper4_v4_local_rt0p1775_g0p425_u0p000,severe,-169947.9185418761,-218747.56460882048,-124766.63720755585
paper4_v4_local_rt0p1775_g0p425_u0p025,adverse,-99083.25413070568,-145411.6354662982,-58540.33659948927
paper4_v4_local_rt0p1775_g0p425_u0p025,baseline,-14850.130986892575,-59185.84871256601,25423.263772107177
paper4_v4_local_rt0p1775_g0p425_u0p025,severe,-169947.9185418761,-218747.56460882048,-124766.63720755585
paper4_v4_local_rt0p1775_g0p425_u0p050,adverse,-99083.25413070568,-145411.6354662982,-58540.33659948927
paper4_v4_local_rt0p1775_g0p425_u0p050,baseline,-14850.130986892575,-59185.84871256601,25423.263772107177
paper4_v4_local_rt0p1775_g0p425_u0p050,severe,-169947.9185418761,-218747.56460882048,-124766.63720755585
paper4_v4_local_rt0p1775_g0p425_u0p075,adverse,-99083.25413070568,-145411.6354662982,-58540.33659948927
paper4_v4_local_rt0p1775_g0p425_u0p075,baseline,-14850.130986892575,-59185.84871256601,25423.263772107177
paper4_v4_local_rt0p1775_g0p425_u0p075,severe,-169947.9185418761,-218747.56460882048,-124766.63720755585
paper4_v4_local_rt0p1775_g0p425_u0p100,adverse,-99083.25413070568,-145411.6354662982,-58540.33659948927
paper4_v4_local_rt0p1775_g0p425_u0p100,baseline,-14850.130986892575,-59185.84871256601,25423.263772107177
paper4_v4_local_rt0p1775_g0p425_u0p100,severe,-169947.9185418761,-218747.56460882048,-124766.63720755585
paper4_v4_local_rt0p1775_g0p450_u0p000,adverse,-93829.29603084215,-141345.54665750984,-53680.686011551516
paper4_v4_local_rt0p1775_g0p450_u0p000,baseline,-12284.505060696347,-56782.95768194671,31158.595642256576
paper4_v4_local_rt0p1775_g0p450_u0p000,severe,-163448.25759675127,-212816.60192799324,-119768.35257941256
paper4_v4_local_rt0p1775_g0p450_u0p025,adverse,-93829.29603084215,-141345.54665750984,-53680.686011551516
paper4_v4_local_rt0p1775_g0p450_u0p025,baseline,-12284.505060696347,-56782.95768194671,31158.595642256576
paper4_v4_local_rt0p1775_g0p450_u0p025,severe,-163448.25759675127,-212816.60192799324,-119768.35257941256
paper4_v4_local_rt0p1775_g0p450_u0p050,adverse,-93829.29603084215,-141345.54665750984,-53680.686011551516
paper4_v4_local_rt0p1775_g0p450_u0p050,baseline,-12284.505060696347,-56782.95768194671,31158.595642256576
paper4_v4_local_rt0p1775_g0p450_u0p050,severe,-163448.25759675127,-212816.60192799324,-119768.35257941256
paper4_v4_local_rt0p1775_g0p450_u0p075,adverse,-93829.29603084215,-141345.54665750984,-53680.686011551516
paper4_v4_local_rt0p1775_g0p450_u0p075,baseline,-12284.505060696347,-56782.95768194671,31158.595642256576
paper4_v4_local_rt0p1775_g0p450_u0p075,severe,-163448.25759675127,-212816.60192799324,-119768.35257941256
paper4_v4_local_rt0p1775_g0p450_u0p100,adverse,-93829.29603084215,-141345.54665750984,-53680.686011551516
paper4_v4_local_rt0p1775_g0p450_u0p100,baseline,-12284.505060696347,-56782.95768194671,31158.595642256576
paper4_v4_local_rt0p1775_g0p450_u0p100,severe,-163448.25759675127,-212816.60192799324,-119768.35257941256
paper4_v4_local_rt0p1775_g0p475_u0p000,adverse,-86979.06286922624,-130902.44661356161,-46386.425896376466
paper4_v4_local_rt0p1775_g0p475_u0p000,baseline,-7882.8400436812735,-50650.45839411081,34600.46489782571
paper4_v4_local_rt0p1775_g0p475_u0p000,severe,-156842.67736179577,-206354.18579922226,-112001.70123598076
paper4_v4_local_rt0p1775_g0p475_u0p025,adverse,-86665.1549392546,-132303.8248515371,-45685.37408111297
paper4_v4_local_rt0p1775_g0p475_u0p025,baseline,-7521.914611123867,-51049.67143578552,35046.746382034406
paper4_v4_local_rt0p1775_g0p475_u0p025,severe,-156596.46445842722,-206513.79278327624,-112185.75319860483
paper4_v4_local_rt0p1775_g0p475_u0p050,adverse,-86374.51564261888,-133480.6391209044,-46563.881109272676
paper4_v4_local_rt0p1775_g0p475_u0p050,baseline,-7349.09722580348,-51398.35364980395,35921.917919496416
paper4_v4_local_rt0p1775_g0p475_u0p050,severe,-155187.15418221743,-202600.6516235821,-109899.77295469838
paper4_v4_local_rt0p1775_g0p475_u0p075,adverse,-86174.79248220209,-133153.1580937158,-45956.95044536373
paper4_v4_local_rt0p1775_g0p475_u0p075,baseline,-7220.942569539285,-50941.38026536365,34514.50238840641
paper4_v4_local_rt0p1775_g0p475_u0p075,severe,-155083.93340248047,-204545.80526702004,-110894.97407281955
paper4_v4_local_rt0p1775_g0p475_u0p100,adverse,-85979.86316326603,-134413.05519665574,-46804.16615695661
paper4_v4_local_rt0p1775_g0p475_u0p100,baseline,-7054.317766271949,-50285.49826975467,35026.33602622539
paper4_v4_local_rt0p1775_g0p475_u0p100,severe,-155099.95775249045,-204635.81077730213,-111485.62847142003
paper4_v4_local_rt0p1775_g0p500_u0p000,adverse,-79820.14076171539,-124898.93885884265,-38985.75993294465
paper4_v4_local_rt0p1775_g0p500_u0p000,baseline,-3371.7685428163213,-47675.85590064697,39004.031681523404
paper4_v4_local_rt0p1775_g0p500_u0p000,severe,-150232.56707133024,-200084.83114497593,-105346.66639891724
paper4_v4_local_rt0p1775_g0p500_u0p025,adverse,-79791.08753232047,-124429.01516305054,-39460.863628192375
paper4_v4_local_rt0p1775_g0p500_u0p025,baseline,-3163.6097135916784,-47260.51767608891,38319.86995195909
paper4_v4_local_rt0p1775_g0p500_u0p025,severe,-150115.29764278774,-200009.8558640603,-106077.91636920352
paper4_v4_local_rt0p1775_g0p500_u0p050,adverse,-79339.56254842268,-124796.76256340925,-38906.041631150365
paper4_v4_local_rt0p1775_g0p500_u0p050,baseline,-2831.5445392710863,-46955.93518016314,38583.5765907199
paper4_v4_local_rt0p1775_g0p500_u0p050,severe,-148740.30534163673,-197546.31003754938,-105931.04260388436
paper4_v4_local_rt0p1775_g0p500_u0p075,adverse,-78869.43289485922,-124524.53610488753,-38058.50383818556
paper4_v4_local_rt0p1775_g0p500_u0p075,baseline,-2417.3632018606177,-46512.55995399393,38970.565106284324
paper4_v4_local_rt0p1775_g0p500_u0p075,severe,-148557.65636059997,-198595.6394725261,-105210.37897612492
paper4_v4_local_rt0p1775_g0p500_u0p100,adverse,-78673.76213791713,-125169.26908800972,-38140.119903845385
paper4_v4_local_rt0p1775_g0p500_u0p100,baseline,-2245.9280418068106,-45275.49616272691,39886.28039972392
paper4_v4_local_rt0p1775_g0p500_u0p100,severe,-148464.08532921167,-199417.97568322506,-105767.72445237641
