policy_id,period,original_grade,n_funded,funded_exposure,realized_return_proxy_lgd45,ecl_baseline_lgd45,observed_default_rate,weighted_pd_high
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H1,F,3,3000.0,164.0,920.7446525569824,0.3333333333333333,0.6820330759681351
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H1,G,1,1000.0,308.40000000000003,332.2785976671428,0.0,0.7383968837047618
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H2,C,37,114650.0,15400.652499999998,9758.281998020768,0.08108108108108109,0.1891414837044293
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2019H2,D,31,100450.0,19189.875,9707.242067254794,0.06451612903225806,0.21475011486654044
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2020,C,16,43100.0,7840.16,3958.8103820608517,0.0,0.20411499778607123
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2020,D,2,2450.0,503.475,172.50217155803503,0.0,0.15646455470116555
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,C,12,33750.0,5342.8150000000005,2563.292868002377,0.0,0.168776485135959
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,D,23,48800.0,6997.97,4728.941503018015,0.13043478260869565,0.21534341999171291
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,E,9,13150.0,3361.355,3672.129542447632,0.0,0.6205542108065284
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,C,36,98575.0,12216.747500000001,8073.7187837516185,0.05555555555555555,0.1820096099135259
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,D,32,112650.0,19375.125,9740.460725735424,0.03125,0.19214796519673372
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,E,36,65000.0,15339.72,12126.412186124446,0.027777777777777776,0.41457819439741694
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,F,12,14275.0,2687.1475,4526.89655766386,0.16666666666666666,0.7047124433024106
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,G,5,5550.0,-222.7999999999999,1921.2646936505737,0.4,0.7692751526128424
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,C,42,132150.0,17207.425,10362.028539236127,0.07142857142857142,0.17424691704268935
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,D,31,77575.0,12637.335000000001,9053.868462541828,0.0967741935483871,0.25935813979423006
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,E,7,14500.0,3526.615,1744.0884223683624,0.0,0.2672932448074119
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,F,5,5000.0,21.5,1617.9902963030352,0.4,0.7191067983569045
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,G,3,3000.0,925.2,1008.6217026576453,0.0,0.7471271871538113
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,C,32,91325.0,11886.5775,7834.317176440615,0.09375,0.19063338325128487
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,D,34,105350.0,20066.275,10522.53838149122,0.058823529411764705,0.22195936047020454
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,B,3,12000.0,1875.1999999999998,976.2591929109874,0.0,0.18078873942796062
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,C,14,40600.0,7468.5599999999995,3760.92181684075,0.0,0.20585231619270664
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,D,3,5450.0,1367.4750000000001,472.5244853554955,0.0,0.19267053429378
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H1,C,12,33750.0,5342.8150000000005,2563.292868002377,0.0,0.168776485135959
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H1,D,23,48800.0,6997.97,4728.941503018015,0.13043478260869565,0.21534341999171291
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H1,E,9,12350.0,3092.695,3325.1775966659507,0.0,0.5983225545057941
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,C,36,98575.0,12216.747500000001,8073.7187837516185,0.05555555555555555,0.1820096099135259
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,D,33,113850.0,18835.125,10076.73011844468,0.06060606060606061,0.19668628543297087
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,E,31,62250.0,13848.369999999999,11085.037857002224,0.03225806451612903,0.3957175495583123
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,F,11,14900.0,2753.33,4573.541699065534,0.18181818181818182,0.6821091273774099
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018H2,G,2,2000.0,616.3000000000001,694.2985470871424,0.0,0.7714428300968249
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,C,42,132150.0,17207.425,10362.028539236127,0.07142857142857142,0.17424691704268935
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,D,35,83700.0,14439.335000000001,10731.33935193436,0.08571428571428572,0.2849154215301835
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,E,11,20300.0,5105.875,3557.792569142287,0.0,0.3894682615371962
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,F,3,3000.0,150.00000000000006,966.9642645644556,0.3333333333333333,0.7162698256033004
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H1,G,2,2000.0,616.8000000000001,659.8958368583164,0.0,0.7332175965092406
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H2,C,32,91325.0,11886.5775,7834.317176440615,0.09375,0.19063338325128487
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019H2,D,33,106850.0,19694.825,11000.126299909145,0.06060606060606061,0.22877608901178484
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020,C,14,40600.0,7468.5599999999995,3760.92181684075,0.0,0.20585231619270664
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020,D,5,11275.0,2749.1375000000003,2178.977545832866,0.0,0.42946096000647765
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H1,C,12,33750.0,5342.8150000000005,2563.292868002377,0.0,0.168776485135959
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H1,D,21,46800.0,6564.97,4199.641745289973,0.14285714285714285,0.19941318828537385
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H1,E,7,10650.0,2687.155,2778.987765088448,0.0,0.5798618184848092
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H1,F,3,4500.0,-521.6,1441.746683525545,0.3333333333333333,0.7119736708768123
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,C,36,98575.0,12216.747500000001,8073.7187837516185,0.05555555555555555,0.1820096099135259
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,D,32,112650.0,19375.125,9740.460725735424,0.03125,0.19214796519673372
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,E,31,60750.0,15363.89,10552.82272934195,0.0,0.3860200358241225
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,F,9,9700.0,2134.83,2830.7953283511783,0.1111111111111111,0.6485212665180248
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018H2,G,4,4000.0,474.7000000000001,1370.2501896129424,0.25,0.7612501053405236
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,C,42,132150.0,17207.425,10362.028539236127,0.07142857142857142,0.17424691704268933
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,D,39,89700.0,16167.335000000001,12602.296108204755,0.07692307692307693,0.3122085001413292
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,E,11,23850.0,5995.745,4590.477476344107,0.0,0.42771744480261886
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,F,3,3000.0,164.0,920.7446525569824,0.3333333333333333,0.6820330759681351
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H1,G,1,1000.0,308.40000000000003,332.2785976671428,0.0,0.7383968837047618
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H2,C,31,88325.0,13236.5775,7544.99375909236,0.06451612903225806,0.18982907215378456
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019H2,D,36,107350.0,21626.875,11192.200565370928,0.027777777777777776,0.2316866028126259
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020,C,13,39100.0,7226.759999999999,3616.2601081666226,0.0,0.20552771288244515
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020,D,3,5450.0,1367.4750000000001,472.5244853554955,0.0,0.19267053429378
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,C,15,41250.0,6480.615,3175.474546830606,0.0,0.17106933585619427
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,D,23,50300.0,7329.72,5125.916321314047,0.13043478260869565,0.22645974470130542
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,E,2,3000.0,706.4,480.2393697893541,0.0,0.3557328665106327
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,F,2,3500.0,-828.1,1093.1238616525186,0.5,0.6940468962873134
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,C,40,104100.0,14844.8475,8519.846769825153,0.025,0.18187312989273463
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,D,33,112850.0,18684.625,10141.365121443729,0.06060606060606061,0.1997019666507897
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,E,37,67100.0,15716.49,12515.0763222355,0.02702702702702703,0.414475122445289
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,F,6,6500.0,416.65,1867.0096361924066,0.3333333333333333,0.6382938927153526
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,G,1,1000.0,307.90000000000003,327.6172391911737,0.0,0.7280383093137194
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,C,46,143850.0,18950.125,11263.888151192237,0.06521739130434782,0.17400669140218958
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,D,31,77575.0,12637.335000000001,8974.858262855538,0.0967741935483871,0.2570948046795012
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,E,9,19500.0,3311.2749999999996,3140.314375154415,0.1111111111111111,0.3578705840631812
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,F,1,1000.0,293.50000000000006,348.62282187302634,0.0,0.7747173819400586
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,G,1,1000.0,308.40000000000003,327.6172391911737,0.0,0.7280383093137194
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,C,33,84825.0,10690.7775,7089.456958943417,0.09090909090909091,0.1857276604497735
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,D,33,105750.0,20906.075,10670.420529199064,0.030303030303030304,0.2242273817535921
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,C,15,42100.0,7697.16,3885.0751907569256,0.0,0.20507126897634867
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,D,5,10300.0,2585.5,2012.1618597175639,0.0,0.4341233785798412
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H1,C,18,50050.0,7734.055,3763.389646305094,0.0,0.1670946673906136
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H1,D,22,47800.0,6783.47,4464.291624153994,0.13636363636363635,0.20754493836141305
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H1,E,7,14800.0,3788.21,4131.624005646083,0.0,0.6203639648117242
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H1,F,1,2500.0,-1125.0,765.5066224613448,1.0,0.6804503310767509
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,C,46,120725.0,15708.2775,10136.46231913079,0.043478260869565216,0.18658498090942752
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,D,30,107650.0,18476.625,9240.42353607299,0.03333333333333333,0.19075034393503615
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,E,29,52700.0,13568.27,10443.904045400614,0.0,0.44039232744678947
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,F,5,6700.0,1979.53,1881.706846373304,0.0,0.6241150402564856
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2018H2,G,2,2500.0,11.850000000000023,871.5570546825659,0.5,0.7747173819400585
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,C,46,143850.0,18950.125,11263.888151192237,0.06521739130434782,0.1740066914021896
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,D,29,66075.0,11400.935000000001,7852.187634296053,0.06896551724137931,0.26408332734001105
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,E,8,15300.0,3735.1749999999997,1985.5598601448426,0.0,0.288389231684073
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,F,3,3000.0,164.0,920.7446525569824,0.3333333333333333,0.6820330759681351
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H1,G,2,2000.0,616.8000000000001,659.8958368583164,0.0,0.7332175965092406
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H2,C,35,110325.0,14782.177499999998,9436.773524642776,0.08571428571428572,0.19008028853423525
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2019H2,D,31,102450.0,19496.375,9904.38804024073,0.06451612903225806,0.2148340771160074
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2020,C,15,42100.0,7697.16,3885.0751907569256,0.0,0.20507126897634867
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,2020,D,5,8950.0,2213.2250000000004,1518.3823546411422,0.0,0.3770036883032011
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H1,C,17,46050.0,7132.455,3434.671338561141,0.0,0.16574599293334016
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H1,D,21,46800.0,6564.97,4199.641745289973,0.14285714285714285,0.19941318828537385
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H1,E,6,7500.0,1843.9,1763.706713063877,0.0,0.5225797668337413
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H1,F,2,3500.0,-828.1,1093.1238616525186,0.5,0.6940468962873134
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,C,40,104725.0,13125.8775,8536.343312211,0.05,0.18113775893925357
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,D,32,112650.0,19375.125,9740.460725735424,0.03125,0.19214796519673372
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,E,28,58050.0,14496.9,9444.039223460431,0.0,0.361528920411922
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,F,5,5500.0,1613.55,1436.7450201965516,0.0,0.5805030384632532
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2018H2,G,1,1000.0,308.40000000000003,324.38172399386343,0.0,0.7208482755419188
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,B,1,1500.0,196.2,69.59645684858876,0.0,0.10310586199790928
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,C,46,143850.0,18950.125,11263.888151192237,0.06521739130434782,0.1740066914021896
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,D,38,85775.0,14298.935000000001,11327.830212763889,0.10526315789473684,0.2934766077337709
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,E,8,15800.0,3868.975,2076.5216377083966,0.0,0.29205648912916976
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,F,3,3000.0,164.0,920.7446525569824,0.3333333333333333,0.6820330759681351
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H1,G,1,1000.0,308.40000000000003,332.2785976671428,0.0,0.7383968837047618
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H2,C,34,96825.0,12724.777499999998,8289.54621413326,0.08823529411764706,0.19025266004838648
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2019H2,D,35,112150.0,22271.275,12817.498061016771,0.05714285714285714,0.25397529223791093
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2020,C,15,42100.0,7697.16,3885.0751907569256,0.0,0.20507126897634867
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,2020,D,4,8950.0,2375.4750000000004,1577.2644753102572,0.0,0.39162370584984657
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,C,21,54950.0,8471.015,4167.77865641501,0.0,0.16854832297705022
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,D,23,48800.0,6997.97,4728.941503018015,0.13043478260869565,0.21534341999171291
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,E,3,4000.0,964.6000000000001,744.8892486533754,0.0,0.4138273603629863
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H1,F,1,1000.0,306.5,348.62282187302634,0.0,0.7747173819400586
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,C,48,151925.0,20215.3175,12434.490729155457,0.041666666666666664,0.18188054382323815
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,D,33,113850.0,18835.125,10076.73011844468,0.06060606060606061,0.19668628543297087
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,E,29,51550.0,12158.68,10232.082277478945,0.034482758620689655,0.44108555997322746
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,F,3,3000.0,891.5999999999999,753.703182904309,0.0,0.5582986540031918
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018H2,G,3,3000.0,924.2,1029.252922227124,0.0,0.7624095720200919
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,C,46,143850.0,18950.125,11263.888151192237,0.06521739130434782,0.17400669140218958
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,D,29,73375.0,11465.735,7663.789768108727,0.10344827586206896,0.23210417620620788
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,E,10,17300.0,4258.674999999999,2584.894422692334,0.0,0.33203525018527097
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,F,1,1000.0,306.5,285.0851016838086,0.0,0.6335224481862414
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H1,G,2,2000.0,616.8000000000001,659.8958368583164,0.0,0.7332175965092406
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,C,35,110325.0,14782.177499999998,9436.773524642776,0.08571428571428572,0.19008028853423528
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019H2,D,31,101950.0,20024.425,9508.952730446046,0.03225806451612903,0.20726832827521224
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,C,15,42100.0,7697.16,3885.0751907569256,0.0,0.20507126897634867
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020,D,3,5450.0,1367.4750000000001,472.5244853554955,0.0,0.19267053429378
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H1,C,21,54950.0,8471.015,4167.77865641501,0.0,0.16854832297705027
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H1,D,21,46800.0,6564.97,4199.641745289973,0.14285714285714285,0.19941318828537385
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H1,E,5,6500.0,1585.8000000000002,1457.504064079339,0.0,0.4982919877194322
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H1,F,2,3500.0,-828.1,1093.1238616525186,0.5,0.6940468962873134
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,C,48,165925.0,22318.1175,13593.255552373095,0.041666666666666664,0.18205354564308635
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,D,32,112650.0,19375.125,9740.460725735424,0.03125,0.19214796519673372
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,E,29,57750.0,14416.029999999999,9420.72844252999,0.0,0.3625099929785469
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,F,6,8500.0,2495.45,2392.605050599929,0.0,0.6255176602875633
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2018H2,G,1,1000.0,307.90000000000003,348.62282187302634,0.0,0.7747173819400586
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,B,1,1500.0,196.2,69.59645684858876,0.0,0.10310586199790928
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,C,46,143850.0,18950.125,11263.888151192237,0.06521739130434782,0.1740066914021896
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,D,29,72875.0,12059.735,7522.100913525992,0.06896551724137931,0.22937605225160257
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,E,11,21000.0,5105.175,3502.364054774126,0.0,0.37062053489673297
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,F,2,2000.0,-142.5,651.0260317385796,0.5,0.7233622574873105
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H1,G,1,1000.0,308.40000000000003,332.2785976671428,0.0,0.7383968837047618
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H2,C,35,110325.0,14782.1775,9436.773524642776,0.08571428571428572,0.19008028853423525
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2019H2,D,32,102450.0,19477.675,9669.108838430258,0.0625,0.20973068355143992
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2020,B,4,15000.0,2295.7999999999997,1151.2173741285014,0.0,0.1705507220931113
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2020,C,14,40600.0,7455.36,3740.413482082798,0.0,0.20472980197497528
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,2020,D,3,5450.0,1367.4750000000001,472.5244853554955,0.0,0.19267053429378
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H1,C,22,55950.0,8611.315,4233.30172177483,0.0,0.16813828703305853
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H1,D,21,46800.0,6564.97,4199.641745289973,0.14285714285714285,0.19941318828537385
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H1,E,3,4500.0,1084.1,861.6395730250267,0.0,0.42550102371606263
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H1,F,2,3000.0,909.9,976.3806871789006,0.0,0.7232449534658524
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H2,C,51,171425.0,23119.4675,14010.541955068878,0.0392156862745098,0.1816219202446017
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H2,D,32,112650.0,19375.125,9740.460725735424,0.03125,0.19214796519673372
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H2,E,22,53350.0,13394.41,8131.100414827478,0.0,0.3386900099896898
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,2018H2,F,6,7000.0,2069.5,1921.0296268945767,0.0,0.6098506752046275
